algorithm,mode,threads,inputType,inputSize,sample,durationNs,timestamp
QUICK,SEQUENTIAL,1,SORTED,50000,4,1866800,1761927606462
QUICK,SEQUENTIAL,1,SORTED,50000,5,2112300,1761927606475
QUICK,PARALLEL,2,SORTED,50000,1,5607200,1761927606492
QUICK,PARALLEL,2,SORTED,50000,2,5865100,1761927606509
QUICK,PARALLEL,2,SORTED,50000,3,5191200,1761927606525
QUICK,PARALLEL,2,SORTED,50000,4,3334200,1761927606536
QUICK,PARALLEL,2,SORTED,50000,5,4524700,1761927606551
QUICK,PARALLEL,4,SORTED,50000,1,6234500,1761927606568
QUICK,PARALLEL,4,SORTED,50000,2,6235100,1761927606585
QUICK,PARALLEL,4,SORTED,50000,3,5322800,1761927606602
QUICK,PARALLEL,4,SORTED,50000,4,5950000,1761927606618
QUICK,PARALLEL,4,SORTED,50000,5,3916600,1761927606631
QUICK,PARALLEL,8,SORTED,50000,1,23797400,1761927606666
QUICK,PARALLEL,8,SORTED,50000,2,8107900,1761927606684
QUICK,PARALLEL,8,SORTED,50000,3,13334400,1761927606713
QUICK,PARALLEL,8,SORTED,50000,4,7086700,1761927606731
QUICK,PARALLEL,8,SORTED,50000,5,12268500,1761927606752
QUICK,SEQUENTIAL,1,REVERSE,50000,1,5759500,1761927606783
QUICK,SEQUENTIAL,1,REVERSE,50000,2,5529300,1761927606800
QUICK,SEQUENTIAL,1,REVERSE,50000,3,4645600,1761927606814
QUICK,SEQUENTIAL,1,REVERSE,50000,4,3907800,1761927606825
QUICK,SEQUENTIAL,1,REVERSE,50000,5,5409000,1761927606839
QUICK,PARALLEL,2,REVERSE,50000,1,8255300,1761927606855
QUICK,PARALLEL,2,REVERSE,50000,2,9691300,1761927606876
QUICK,PARALLEL,2,REVERSE,50000,3,5546900,1761927606890
QUICK,PARALLEL,2,REVERSE,50000,4,8688300,1761927606907
QUICK,PARALLEL,2,REVERSE,50000,5,5921700,1761927606921
QUICK,PARALLEL,4,REVERSE,50000,1,4321900,1761927606932
QUICK,PARALLEL,4,REVERSE,50000,2,4632600,1761927606944
QUICK,PARALLEL,4,REVERSE,50000,3,5873100,1761927606957
QUICK,PARALLEL,4,REVERSE,50000,4,5870100,1761927606970
QUICK,PARALLEL,4,REVERSE,50000,5,6789300,1761927606988
QUICK,PARALLEL,8,REVERSE,50000,1,7826600,1761927607002
QUICK,PARALLEL,8,REVERSE,50000,2,7692400,1761927607021
QUICK,PARALLEL,8,REVERSE,50000,3,6977000,1761927607040
QUICK,PARALLEL,8,REVERSE,50000,4,5860000,1761927607056
QUICK,PARALLEL,8,REVERSE,50000,5,7095200,1761927607072
QUICK,SEQUENTIAL,1,NEARLY_SORTED,50000,1,2688500,1761927607084
QUICK,SEQUENTIAL,1,NEARLY_SORTED,50000,2,3920000,1761927607096
QUICK,SEQUENTIAL,1,NEARLY_SORTED,50000,3,3744800,1761927607107
QUICK,SEQUENTIAL,1,NEARLY_SORTED,50000,4,3261800,1761927607120
QUICK,SEQUENTIAL,1,NEARLY_SORTED,50000,5,2520400,1761927607130
QUICK,PARALLEL,2,NEARLY_SORTED,50000,1,6797000,1761927607143
QUICK,PARALLEL,2,NEARLY_SORTED,50000,2,6596700,1761927607157
QUICK,PARALLEL,2,NEARLY_SORTED,50000,3,7700400,1761927607176
QUICK,PARALLEL,2,NEARLY_SORTED,50000,4,10168600,1761927607197
QUICK,PARALLEL,2,NEARLY_SORTED,50000,5,7895000,1761927607216
QUICK,PARALLEL,4,NEARLY_SORTED,50000,1,10944000,1761927607240
QUICK,PARALLEL,4,NEARLY_SORTED,50000,2,9509000,1761927607260
QUICK,PARALLEL,4,NEARLY_SORTED,50000,3,8108500,1761927607276
QUICK,PARALLEL,4,NEARLY_SORTED,50000,4,8121400,1761927607297
QUICK,PARALLEL,4,NEARLY_SORTED,50000,5,8321100,1761927607316
QUICK,PARALLEL,8,NEARLY_SORTED,50000,1,10900200,1761927607338
QUICK,PARALLEL,8,NEARLY_SORTED,50000,2,9748900,1761927607359
QUICK,PARALLEL,8,NEARLY_SORTED,50000,3,14326200,1761927607384
QUICK,PARALLEL,8,NEARLY_SORTED,50000,4,6857400,1761927607401
QUICK,PARALLEL,8,NEARLY_SORTED,50000,5,10246600,1761927607420
QUICK,SEQUENTIAL,1,RANDOM,100000,1,19669400,1761927607444
QUICK,SEQUENTIAL,1,RANDOM,100000,2,18594200,1761927607465
QUICK,SEQUENTIAL,1,RANDOM,100000,3,20284600,1761927607491
QUICK,SEQUENTIAL,1,RANDOM,100000,4,17734700,1761927607513
QUICK,SEQUENTIAL,1,RANDOM,100000,5,17148600,1761927607533
QUICK,PARALLEL,2,RANDOM,100000,1,22090300,1761927607559
QUICK,PARALLEL,2,RANDOM,100000,2,19334800,1761927607582
QUICK,PARALLEL,2,RANDOM,100000,3,15820700,1761927607601
QUICK,PARALLEL,2,RANDOM,100000,4,9956400,1761927607613
QUICK,PARALLEL,2,RANDOM,100000,5,9790200,1761927607624
QUICK,PARALLEL,4,RANDOM,100000,1,9196300,1761927607636
QUICK,PARALLEL,4,RANDOM,100000,2,11138100,1761927607648
QUICK,PARALLEL,4,RANDOM,100000,3,9912500,1761927607660
QUICK,PARALLEL,4,RANDOM,100000,4,9162000,1761927607671
QUICK,PARALLEL,4,RANDOM,100000,5,7923700,1761927607680
QUICK,PARALLEL,8,RANDOM,100000,1,9710000,1761927607692
QUICK,PARALLEL,8,RANDOM,100000,2,8310400,1761927607702
QUICK,PARALLEL,8,RANDOM,100000,3,9358300,1761927607713
QUICK,PARALLEL,8,RANDOM,100000,4,7508800,1761927607722
QUICK,PARALLEL,8,RANDOM,100000,5,9368700,1761927607732
QUICK,SEQUENTIAL,1,SORTED,100000,1,1071800,1761927607742
QUICK,SEQUENTIAL,1,SORTED,100000,2,1046400,1761927607751
QUICK,SEQUENTIAL,1,SORTED,100000,3,1082400,1761927607761
QUICK,SEQUENTIAL,1,SORTED,100000,4,1058700,1761927607770
QUICK,SEQUENTIAL,1,SORTED,100000,5,1098300,1761927607780
QUICK,PARALLEL,2,SORTED,100000,1,4243400,1761927607792
QUICK,PARALLEL,2,SORTED,100000,2,2747400,1761927607803
QUICK,PARALLEL,2,SORTED,100000,3,2787600,1761927607814
QUICK,PARALLEL,2,SORTED,100000,4,5575900,1761927607827
QUICK,PARALLEL,2,SORTED,100000,5,3433400,1761927607838
QUICK,PARALLEL,4,SORTED,100000,1,2444800,1761927607850
QUICK,PARALLEL,4,SORTED,100000,2,2938900,1761927607863
QUICK,PARALLEL,4,SORTED,100000,3,4744200,1761927607876
QUICK,PARALLEL,4,SORTED,100000,4,3587300,1761927607888
QUICK,PARALLEL,4,SORTED,100000,5,3764000,1761927607901
QUICK,PARALLEL,8,SORTED,100000,1,5058500,1761927607915
QUICK,PARALLEL,8,SORTED,100000,2,4661200,1761927607930
QUICK,PARALLEL,8,SORTED,100000,3,4698800,1761927607945
QUICK,PARALLEL,8,SORTED,100000,4,6346900,1761927607960
QUICK,PARALLEL,8,SORTED,100000,5,6017500,1761927607974
QUICK,SEQUENTIAL,1,REVERSE,100000,1,3631300,1761927607990
QUICK,SEQUENTIAL,1,REVERSE,100000,2,3678900,1761927608002
QUICK,SEQUENTIAL,1,REVERSE,100000,3,3822900,1761927608015
QUICK,SEQUENTIAL,1,REVERSE,100000,4,4475500,1761927608027
QUICK,SEQUENTIAL,1,REVERSE,100000,5,3554800,1761927608040
QUICK,PARALLEL,2,REVERSE,100000,1,5825500,1761927608055
QUICK,PARALLEL,2,REVERSE,100000,2,4674200,1761927608070
QUICK,PARALLEL,2,REVERSE,100000,3,7136000,1761927608092
QUICK,PARALLEL,2,REVERSE,100000,4,7055800,1761927608108
QUICK,PARALLEL,2,REVERSE,100000,5,6001800,1761927608126
QUICK,PARALLEL,4,REVERSE,100000,1,6318900,1761927608144
QUICK,PARALLEL,4,REVERSE,100000,2,5869600,1761927608161
QUICK,PARALLEL,4,REVERSE,100000,3,8086600,1761927608179
QUICK,PARALLEL,4,REVERSE,100000,4,4144500,1761927608194
QUICK,PARALLEL,4,REVERSE,100000,5,5797000,1761927608208
QUICK,PARALLEL,8,REVERSE,100000,1,5581800,1761927608223
QUICK,PARALLEL,8,REVERSE,100000,2,4446000,1761927608237
QUICK,PARALLEL,8,REVERSE,100000,3,5210400,1761927608251
QUICK,PARALLEL,8,REVERSE,100000,4,6361400,1761927608266
QUICK,PARALLEL,8,REVERSE,100000,5,6217800,1761927608284
QUICK,SEQUENTIAL,1,NEARLY_SORTED,100000,1,3660100,1761927608296
QUICK,SEQUENTIAL,1,NEARLY_SORTED,100000,2,4461100,1761927608309
QUICK,SEQUENTIAL,1,NEARLY_SORTED,100000,3,4483000,1761927608323
QUICK,SEQUENTIAL,1,NEARLY_SORTED,100000,4,3142500,1761927608336
QUICK,SEQUENTIAL,1,NEARLY_SORTED,100000,5,3589700,1761927608350
QUICK,PARALLEL,2,NEARLY_SORTED,100000,1,8130200,1761927608369
QUICK,PARALLEL,2,NEARLY_SORTED,100000,2,8376500,1761927608390
QUICK,PARALLEL,2,NEARLY_SORTED,100000,3,9258200,1761927608410
QUICK,PARALLEL,2,NEARLY_SORTED,100000,4,7561200,1761927608427
QUICK,PARALLEL,2,NEARLY_SORTED,100000,5,6024100,1761927608442
QUICK,PARALLEL,4,NEARLY_SORTED,100000,1,7291600,1761927608458
QUICK,PARALLEL,4,NEARLY_SORTED,100000,2,5949400,1761927608473
QUICK,PARALLEL,4,NEARLY_SORTED,100000,3,5907900,1761927608487
QUICK,PARALLEL,4,NEARLY_SORTED,100000,4,5656600,1761927608504
QUICK,PARALLEL,4,NEARLY_SORTED,100000,5,10039200,1761927608535
QUICK,PARALLEL,8,NEARLY_SORTED,100000,1,22085000,1761927608571
QUICK,PARALLEL,8,NEARLY_SORTED,100000,2,10004800,1761927608593
QUICK,PARALLEL,8,NEARLY_SORTED,100000,3,10605200,1761927608616
QUICK,PARALLEL,8,NEARLY_SORTED,100000,4,8565700,1761927608636
QUICK,PARALLEL,8,NEARLY_SORTED,100000,5,7744600,1761927608652
QUICK,SEQUENTIAL,1,RANDOM,200000,1,21818900,1761927608677
QUICK,SEQUENTIAL,1,RANDOM,200000,2,17386400,1761927608697
QUICK,SEQUENTIAL,1,RANDOM,200000,3,16544500,1761927608716
QUICK,SEQUENTIAL,1,RANDOM,200000,4,18602700,1761927608737
QUICK,SEQUENTIAL,1,RANDOM,200000,5,17177900,1761927608758
QUICK,PARALLEL,2,RANDOM,200000,1,12502800,1761927608773
QUICK,PARALLEL,2,RANDOM,200000,2,11581500,1761927608787
QUICK,PARALLEL,2,RANDOM,200000,3,12761900,1761927608803
QUICK,PARALLEL,2,RANDOM,200000,4,14015800,1761927608820
QUICK,PARALLEL,2,RANDOM,200000,5,17736500,1761927608841
QUICK,PARALLEL,4,RANDOM,200000,1,14673800,1761927608858
QUICK,PARALLEL,4,RANDOM,200000,2,15108300,1761927608877
QUICK,PARALLEL,4,RANDOM,200000,3,12381300,1761927608892
QUICK,PARALLEL,4,RANDOM,200000,4,14657000,1761927608909
QUICK,PARALLEL,4,RANDOM,200000,5,13354000,1761927608925
QUICK,PARALLEL,8,RANDOM,200000,1,12619000,1761927608940
QUICK,PARALLEL,8,RANDOM,200000,2,13101100,1761927608956
QUICK,PARALLEL,8,RANDOM,200000,3,14283400,1761927608973
QUICK,PARALLEL,8,RANDOM,200000,4,13037800,1761927608989
QUICK,PARALLEL,8,RANDOM,200000,5,12691900,1761927609005
QUICK,SEQUENTIAL,1,SORTED,200000,1,2181700,1761927609024
QUICK,SEQUENTIAL,1,SORTED,200000,2,2170700,1761927609044
QUICK,SEQUENTIAL,1,SORTED,200000,3,2480500,1761927609064
QUICK,SEQUENTIAL,1,SORTED,200000,4,2167900,1761927609086
QUICK,SEQUENTIAL,1,SORTED,200000,5,2394200,1761927609109
QUICK,PARALLEL,2,SORTED,200000,1,4802300,1761927609135
QUICK,PARALLEL,2,SORTED,200000,2,7621600,1761927609164
QUICK,PARALLEL,2,SORTED,200000,3,9586400,1761927609193
QUICK,PARALLEL,2,SORTED,200000,4,7545500,1761927609236
QUICK,PARALLEL,2,SORTED,200000,5,8258200,1761927609264
QUICK,PARALLEL,4,SORTED,200000,1,8776100,1761927609292
QUICK,PARALLEL,4,SORTED,200000,2,12230000,1761927609332
QUICK,PARALLEL,4,SORTED,200000,3,8916000,1761927609365
QUICK,PARALLEL,4,SORTED,200000,4,7863700,1761927609399
QUICK,PARALLEL,4,SORTED,200000,5,8589600,1761927609432
QUICK,PARALLEL,8,SORTED,200000,1,7868200,1761927609465
QUICK,PARALLEL,8,SORTED,200000,2,7739500,1761927609505
QUICK,PARALLEL,8,SORTED,200000,3,10088300,1761927609543
QUICK,PARALLEL,8,SORTED,200000,4,7324800,1761927609574
QUICK,PARALLEL,8,SORTED,200000,5,9995100,1761927609606
QUICK,SEQUENTIAL,1,REVERSE,200000,1,7121700,1761927609638
QUICK,SEQUENTIAL,1,REVERSE,200000,2,7233800,1761927609663
QUICK,SEQUENTIAL,1,REVERSE,200000,3,7531300,1761927609687
QUICK,SEQUENTIAL,1,REVERSE,200000,4,14486600,1761927609727
QUICK,SEQUENTIAL,1,REVERSE,200000,5,14651700,1761927609766
QUICK,PARALLEL,2,REVERSE,200000,1,9134600,1761927609800
QUICK,PARALLEL,2,REVERSE,200000,2,8192600,1761927609826
QUICK,PARALLEL,2,REVERSE,200000,3,11594700,1761927609856
QUICK,PARALLEL,2,REVERSE,200000,4,7549400,1761927609887
QUICK,PARALLEL,2,REVERSE,200000,5,11038300,1761927609938
QUICK,PARALLEL,4,REVERSE,200000,1,6667900,1761927609966
QUICK,PARALLEL,4,REVERSE,200000,2,7681500,1761927609992
QUICK,PARALLEL,4,REVERSE,200000,3,7880400,1761927610028
QUICK,PARALLEL,4,REVERSE,200000,4,13099600,1761927610059
QUICK,PARALLEL,4,REVERSE,200000,5,11528300,1761927610093
QUICK,PARALLEL,8,REVERSE,200000,1,15158700,1761927610134
QUICK,PARALLEL,8,REVERSE,200000,2,9987800,1761927610164
QUICK,PARALLEL,8,REVERSE,200000,3,6823000,1761927610188
QUICK,PARALLEL,8,REVERSE,200000,4,11939400,1761927610220
QUICK,PARALLEL,8,REVERSE,200000,5,8513100,1761927610249
QUICK,SEQUENTIAL,1,NEARLY_SORTED,200000,1,12696500,1761927610296
QUICK,SEQUENTIAL,1,NEARLY_SORTED,200000,2,9025700,1761927610329
QUICK,SEQUENTIAL,1,NEARLY_SORTED,200000,3,8717700,1761927610362
QUICK,SEQUENTIAL,1,NEARLY_SORTED,200000,4,7243700,1761927610388
QUICK,SEQUENTIAL,1,NEARLY_SORTED,200000,5,7952600,1761927610413
QUICK,PARALLEL,2,NEARLY_SORTED,200000,1,17746900,1761927610448
QUICK,PARALLEL,2,NEARLY_SORTED,200000,2,12730300,1761927610483
QUICK,PARALLEL,2,NEARLY_SORTED,200000,3,11805800,1761927610520
QUICK,PARALLEL,2,NEARLY_SORTED,200000,4,14550200,1761927610554
QUICK,PARALLEL,2,NEARLY_SORTED,200000,5,19483400,1761927610591
QUICK,PARALLEL,4,NEARLY_SORTED,200000,1,8545800,1761927610619
QUICK,PARALLEL,4,NEARLY_SORTED,200000,2,11628500,1761927610647
QUICK,PARALLEL,4,NEARLY_SORTED,200000,3,11483400,1761927610676
QUICK,PARALLEL,4,NEARLY_SORTED,200000,4,13205600,1761927610708
QUICK,PARALLEL,4,NEARLY_SORTED,200000,5,10218300,1761927610738
QUICK,PARALLEL,8,NEARLY_SORTED,200000,1,21494100,1761927610779
QUICK,PARALLEL,8,NEARLY_SORTED,200000,2,13222600,1761927610813
QUICK,PARALLEL,8,NEARLY_SORTED,200000,3,11911500,1761927610844
QUICK,PARALLEL,8,NEARLY_SORTED,200000,4,10985300,1761927610875
QUICK,PARALLEL,8,NEARLY_SORTED,200000,5,10130400,1761927610903
MERGE,SEQUENTIAL,1,RANDOM,10000,1,2573500,1761927610906
MERGE,SEQUENTIAL,1,RANDOM,10000,2,2742500,1761927610909
MERGE,SEQUENTIAL,1,RANDOM,10000,3,2500400,1761927610912
MERGE,SEQUENTIAL,1,RANDOM,10000,4,2401300,1761927610914
MERGE,SEQUENTIAL,1,RANDOM,10000,5,2313300,1761927610917
MERGE,PARALLEL,2,RANDOM,10000,1,7894100,1761927610925
MERGE,PARALLEL,2,RANDOM,10000,2,5639600,1761927610931
MERGE,PARALLEL,2,RANDOM,10000,3,4918300,1761927610936
MERGE,PARALLEL,2,RANDOM,10000,4,3961000,1761927610941
MERGE,PARALLEL,2,RANDOM,10000,5,5976600,1761927610947
MERGE,PARALLEL,4,RANDOM,10000,1,2837100,1761927610951
MERGE,PARALLEL,4,RANDOM,10000,2,2286600,1761927610953
MERGE,PARALLEL,4,RANDOM,10000,3,4402800,1761927610958
MERGE,PARALLEL,4,RANDOM,10000,4,2215100,1761927610960
MERGE,PARALLEL,4,RANDOM,10000,5,3684100,1761927610965
MERGE,PARALLEL,8,RANDOM,10000,1,2516800,1761927610967
MERGE,PARALLEL,8,RANDOM,10000,2,2585600,1761927610970
MERGE,PARALLEL,8,RANDOM,10000,3,2557000,1761927610973
MERGE,PARALLEL,8,RANDOM,10000,4,2724300,1761927610976
MERGE,PARALLEL,8,RANDOM,10000,5,2878400,1761927610980
MERGE,SEQUENTIAL,1,SORTED,10000,1,698100,1761927610982
MERGE,SEQUENTIAL,1,SORTED,10000,2,307200,1761927610983
MERGE,SEQUENTIAL,1,SORTED,10000,3,729900,1761927610985
MERGE,SEQUENTIAL,1,SORTED,10000,4,305300,1761927610986
MERGE,SEQUENTIAL,1,SORTED,10000,5,314800,1761927610987
MERGE,PARALLEL,2,SORTED,10000,1,1407200,1761927610989
MERGE,PARALLEL,2,SORTED,10000,2,1495900,1761927610992
MERGE,PARALLEL,2,SORTED,10000,3,1400700,1761927610995
MERGE,PARALLEL,2,SORTED,10000,4,1221100,1761927610997
MERGE,PARALLEL,2,SORTED,10000,5,1246800,1761927610999
MERGE,PARALLEL,4,SORTED,10000,1,1417200,1761927611002
MERGE,PARALLEL,4,SORTED,10000,2,1372800,1761927611004
MERGE,PARALLEL,4,SORTED,10000,3,1634600,1761927611007
MERGE,PARALLEL,4,SORTED,10000,4,1411100,1761927611009
MERGE,PARALLEL,4,SORTED,10000,5,1255000,1761927611012
MERGE,PARALLEL,8,SORTED,10000,1,3265000,1761927611016
MERGE,PARALLEL,8,SORTED,10000,2,3838000,1761927611021
MERGE,PARALLEL,8,SORTED,10000,3,2387600,1761927611025
MERGE,PARALLEL,8,SORTED,10000,4,2024800,1761927611028
MERGE,PARALLEL,8,SORTED,10000,5,1950500,1761927611032
MERGE,SEQUENTIAL,1,REVERSE,10000,1,775200,1761927611034
MERGE,SEQUENTIAL,1,REVERSE,10000,2,756400,1761927611036
MERGE,SEQUENTIAL,1,REVERSE,10000,3,720600,1761927611038
MERGE,SEQUENTIAL,1,REVERSE,10000,4,706400,1761927611039
MERGE,SEQUENTIAL,1,REVERSE,10000,5,319500,1761927611041
MERGE,PARALLEL,2,REVERSE,10000,1,1294700,1761927611043
MERGE,PARALLEL,2,REVERSE,10000,2,1385200,1761927611045
MERGE,PARALLEL,2,REVERSE,10000,3,1690100,1761927611048
MERGE,PARALLEL,2,REVERSE,10000,4,1181200,1761927611051
MERGE,PARALLEL,2,REVERSE,10000,5,1360500,1761927611053
MERGE,PARALLEL,4,REVERSE,10000,1,1546000,1761927611056
MERGE,PARALLEL,4,REVERSE,10000,2,1397200,1761927611058
MERGE,PARALLEL,4,REVERSE,10000,3,1239600,1761927611061
MERGE,PARALLEL,4,REVERSE,10000,4,1152900,1761927611063
MERGE,PARALLEL,4,REVERSE,10000,5,1467000,1761927611066
MERGE,PARALLEL,8,REVERSE,10000,1,2543400,1761927611069
MERGE,PARALLEL,8,REVERSE,10000,2,2684200,1761927611073
MERGE,PARALLEL,8,REVERSE,10000,3,1806800,1761927611076
MERGE,PARALLEL,8,REVERSE,10000,4,1961700,1761927611079
MERGE,PARALLEL,8,REVERSE,10000,5,1812100,1761927611082
MERGE,SEQUENTIAL,1,NEARLY_SORTED,10000,1,895400,1761927611084
MERGE,SEQUENTIAL,1,NEARLY_SORTED,10000,2,829300,1761927611086
MERGE,SEQUENTIAL,1,NEARLY_SORTED,10000,3,800200,1761927611088
MERGE,SEQUENTIAL,1,NEARLY_SORTED,10000,4,824100,1761927611090
MERGE,SEQUENTIAL,1,NEARLY_SORTED,10000,5,360000,1761927611091
MERGE,PARALLEL,2,NEARLY_SORTED,10000,1,1338200,1761927611094
MERGE,PARALLEL,2,NEARLY_SORTED,10000,2,2455800,1761927611098
MERGE,PARALLEL,2,NEARLY_SORTED,10000,3,1366400,1761927611101
MERGE,PARALLEL,2,NEARLY_SORTED,10000,4,1566800,1761927611104
MERGE,PARALLEL,2,NEARLY_SORTED,10000,5,1718600,1761927611107
MERGE,PARALLEL,4,NEARLY_SORTED,10000,1,1522700,1761927611109
MERGE,PARALLEL,4,NEARLY_SORTED,10000,2,3842600,1761927611114
MERGE,PARALLEL,4,NEARLY_SORTED,10000,3,2662100,1761927611118
MERGE,PARALLEL,4,NEARLY_SORTED,10000,4,2515800,1761927611122
MERGE,PARALLEL,4,NEARLY_SORTED,10000,5,1616900,1761927611125
MERGE,PARALLEL,8,NEARLY_SORTED,10000,1,2692500,1761927611129
MERGE,PARALLEL,8,NEARLY_SORTED,10000,2,2302400,1761927611133
MERGE,PARALLEL,8,NEARLY_SORTED,10000,3,1792400,1761927611136
MERGE,PARALLEL,8,NEARLY_SORTED,10000,4,2317700,1761927611139
MERGE,PARALLEL,8,NEARLY_SORTED,10000,5,2405000,1761927611143
MERGE,SEQUENTIAL,1,RANDOM,50000,1,10679800,1761927611154
MERGE,SEQUENTIAL,1,RANDOM,50000,2,9325400,1761927611165
MERGE,SEQUENTIAL,1,RANDOM,50000,3,9201400,1761927611175
MERGE,SEQUENTIAL,1,RANDOM,50000,4,7829400,1761927611184
MERGE,SEQUENTIAL,1,RANDOM,50000,5,7850700,1761927611192
MERGE,PARALLEL,2,RANDOM,50000,1,7207900,1761927611200
MERGE,PARALLEL,2,RANDOM,50000,2,7943500,1761927611209
MERGE,PARALLEL,2,RANDOM,50000,3,7086900,1761927611217
MERGE,PARALLEL,2,RANDOM,50000,4,7189900,1761927611226
MERGE,PARALLEL,2,RANDOM,50000,5,7492900,1761927611235
MERGE,PARALLEL,4,RANDOM,50000,1,6717200,1761927611243
MERGE,PARALLEL,4,RANDOM,50000,2,6157800,1761927611250
MERGE,PARALLEL,4,RANDOM,50000,3,7111600,1761927611258
MERGE,PARALLEL,4,RANDOM,50000,4,5225100,1761927611264
MERGE,PARALLEL,4,RANDOM,50000,5,4926400,1761927611270
MERGE,PARALLEL,8,RANDOM,50000,1,7059500,1761927611278
MERGE,PARALLEL,8,RANDOM,50000,2,7465300,1761927611286
MERGE,PARALLEL,8,RANDOM,50000,3,5904800,1761927611293
MERGE,PARALLEL,8,RANDOM,50000,4,7257600,1761927611301
MERGE,PARALLEL,8,RANDOM,50000,5,9347900,1761927611312
MERGE,SEQUENTIAL,1,SORTED,50000,1,1685400,1761927611320
MERGE,SEQUENTIAL,1,SORTED,50000,2,1954800,1761927611326
MERGE,SEQUENTIAL,1,SORTED,50000,3,2415600,1761927611333
MERGE,SEQUENTIAL,1,SORTED,50000,4,4087700,1761927611342
MERGE,SEQUENTIAL,1,SORTED,50000,5,2166100,1761927611350
MERGE,PARALLEL,2,SORTED,50000,1,4094500,1761927611358
MERGE,PARALLEL,2,SORTED,50000,2,4588800,1761927611368
MERGE,PARALLEL,2,SORTED,50000,3,4428400,1761927611379
MERGE,PARALLEL,2,SORTED,50000,4,4033300,1761927611390
MERGE,PARALLEL,2,SORTED,50000,5,3624700,1761927611399
MERGE,PARALLEL,4,SORTED,50000,1,4640300,1761927611409
MERGE,PARALLEL,4,SORTED,50000,2,3187000,1761927611419
MERGE,PARALLEL,4,SORTED,50000,3,3601400,1761927611429
MERGE,PARALLEL,4,SORTED,50000,4,3374800,1761927611438
MERGE,PARALLEL,4,SORTED,50000,5,8164600,1761927611453
MERGE,PARALLEL,8,SORTED,50000,1,9037900,1761927611469
MERGE,PARALLEL,8,SORTED,50000,2,7720200,1761927611483
MERGE,PARALLEL,8,SORTED,50000,3,4439000,1761927611493
MERGE,PARALLEL,8,SORTED,50000,4,5000500,1761927611505
MERGE,PARALLEL,8,SORTED,50000,5,10113000,1761927611521
MERGE,SEQUENTIAL,1,REVERSE,50000,1,3985400,1761927611531
MERGE,SEQUENTIAL,1,REVERSE,50000,2,2049200,1761927611539
MERGE,SEQUENTIAL,1,REVERSE,50000,3,1919800,1761927611545
MERGE,SEQUENTIAL,1,REVERSE,50000,4,1897300,1761927611550
MERGE,SEQUENTIAL,1,REVERSE,50000,5,3136600,1761927611559
MERGE,PARALLEL,2,REVERSE,50000,1,2834300,1761927611567
MERGE,PARALLEL,2,REVERSE,50000,2,3677900,1761927611577
MERGE,PARALLEL,2,REVERSE,50000,3,3567900,1761927611585
MERGE,PARALLEL,2,REVERSE,50000,4,3888700,1761927611595
MERGE,PARALLEL,2,REVERSE,50000,5,3781400,1761927611605
MERGE,PARALLEL,4,REVERSE,50000,1,3471300,1761927611613
MERGE,PARALLEL,4,REVERSE,50000,2,4120600,1761927611623
MERGE,PARALLEL,4,REVERSE,50000,3,3502300,1761927611633
MERGE,PARALLEL,4,REVERSE,50000,4,3670600,1761927611643
MERGE,PARALLEL,4,REVERSE,50000,5,3834200,1761927611653
MERGE,PARALLEL,8,REVERSE,50000,1,4149900,1761927611663
MERGE,PARALLEL,8,REVERSE,50000,2,3949000,1761927611673
MERGE,PARALLEL,8,REVERSE,50000,3,3275400,1761927611682
MERGE,PARALLEL,8,REVERSE,50000,4,4332900,1761927611692
MERGE,PARALLEL,8,REVERSE,50000,5,4104000,1761927611703
MERGE,SEQUENTIAL,1,NEARLY_SORTED,50000,1,4517800,1761927611713
MERGE,SEQUENTIAL,1,NEARLY_SORTED,50000,2,1902000,1761927611720
MERGE,SEQUENTIAL,1,NEARLY_SORTED,50000,3,3799900,1761927611730
MERGE,SEQUENTIAL,1,NEARLY_SORTED,50000,4,1855900,1761927611736
MERGE,SEQUENTIAL,1,NEARLY_SORTED,50000,5,4290300,1761927611746
MERGE,PARALLEL,2,NEARLY_SORTED,50000,1,4782300,1761927611756
MERGE,PARALLEL,2,NEARLY_SORTED,50000,2,3878800,1761927611764
MERGE,PARALLEL,2,NEARLY_SORTED,50000,3,2263900,1761927611771
MERGE,PARALLEL,2,NEARLY_SORTED,50000,4,3129100,1761927611778
MERGE,PARALLEL,2,NEARLY_SORTED,50000,5,3652700,1761927611785
MERGE,PARALLEL,4,NEARLY_SORTED,50000,1,3303600,1761927611793
MERGE,PARALLEL,4,NEARLY_SORTED,50000,2,2628600,1761927611799
MERGE,PARALLEL,4,NEARLY_SORTED,50000,3,3457500,1761927611807
MERGE,PARALLEL,4,NEARLY_SORTED,50000,4,3109400,1761927611815
MERGE,PARALLEL,4,NEARLY_SORTED,50000,5,2212800,1761927611821
MERGE,PARALLEL,8,NEARLY_SORTED,50000,1,3097200,1761927611829
MERGE,PARALLEL,8,NEARLY_SORTED,50000,2,3702900,1761927611837
MERGE,PARALLEL,8,NEARLY_SORTED,50000,3,3263500,1761927611845
MERGE,PARALLEL,8,NEARLY_SORTED,50000,4,3094000,1761927611853
MERGE,PARALLEL,8,NEARLY_SORTED,50000,5,3666400,1761927611861
MERGE,SEQUENTIAL,1,RANDOM,100000,1,12374700,1761927611875
MERGE,SEQUENTIAL,1,RANDOM,100000,2,11840900,1761927611888
